getClientById(), 2020-04-16 12:10:11
getClientById(), 2020-04-16 12:10:11
getClientById(), 2020-04-16 12:10:11
getClientById(), 2020-04-16 12:10:11
getClientById(), 2020-04-16 12:10:11
getClientById(), 2020-04-16 12:10:11
makeTransferForClient(), 2020-04-16 12:12:34
getClientById(), 2020-04-16 12:12:34
getExchangeRAte(), 2020-04-16 12:12:34
getCurrencyById(), 2020-04-16 12:12:34
getCurrencyById(), 2020-04-16 12:12:34
getLastTransfer(), 2020-04-16 12:12:34
getClientById(), 2020-04-16 12:12:34
makeTransferForClient(), 2020-04-16 12:12:34
getClientById(), 2020-04-16 12:12:34
getExchangeRAte(), 2020-04-16 12:12:34
getCurrencyById(), 2020-04-16 12:12:34
getCurrencyById(), 2020-04-16 12:12:34
getLastTransfer(), 2020-04-16 12:12:34
getClientById(), 2020-04-16 12:12:34
getTotalBalanceInCurrency(), 2020-04-16 12:12:34
getClientById(), 2020-04-16 12:12:34
getExchangeRAte(), 2020-04-16 12:12:34
getExchangeRAte(), 2020-04-16 12:12:34
getTransfersBiggerThan(), 2020-04-16 12:12:34
getClientById(), 2020-04-16 12:12:34
getCurrencyById(), 2020-05-15 14:47:08
getCurrencyById(), 2020-05-15 14:48:05
getCurrencyById(), 2020-05-15 14:49:01
getCurrencyById(), 2020-05-15 14:49:36
getCurrencyById(), 2020-05-15 14:50:02
getCurrencyById(), 2020-05-15 14:50:15
getCurrencyById(), 2020-05-15 14:50:51
getCurrencyById(), 2020-05-15 14:53:09
getCurrencyById(), 2020-05-15 15:38:43
getCurrencyById(), 2020-05-15 15:39:28
getCurrencyById(), 2020-05-15 15:39:34
getCurrencyById(), 2020-05-15 15:44:27
getCurrencyById(), 2020-05-15 15:44:27
getClientById(), 2020-05-16 12:56:52, ran on thread = main
getExchangeRAte(), 2020-05-16 12:56:52, ran on thread = main
getCurrencyById(), 2020-05-16 12:56:52, ran on thread = main
getCurrencyById(), 2020-05-16 12:56:52, ran on thread = main
getCurrencyById(), 2020-05-16 12:56:55, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:56:55, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:56:55, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:56:55, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:56:55, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:56:55, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:56:55, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:56:55, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:56:55, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:56:55, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:56:55, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:56:55, ran on thread = AWT-EventQueue-0
getClientById(), 2020-05-16 12:56:55, ran on thread = AWT-EventQueue-0
getClientById(), 2020-05-16 12:56:55, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:56:55, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:56:55, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:56:55, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:56:55, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:56:55, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:56:55, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:56:56, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:56:56, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:56:56, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:56:58, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:56:58, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:56:58, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:56:59, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:56:59, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:56:59, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:03, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:03, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:03, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:05, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:05, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:05, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:07, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:07, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:07, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:07, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:07, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:07, ran on thread = AWT-EventQueue-0
makeTransferForClient(), 2020-05-16 12:57:29, ran on thread = main
getClientById(), 2020-05-16 12:57:29, ran on thread = main
getExchangeRAte(), 2020-05-16 12:57:29, ran on thread = main
getCurrencyById(), 2020-05-16 12:57:29, ran on thread = main
getCurrencyById(), 2020-05-16 12:57:29, ran on thread = main
getCurrencyById(), 2020-05-16 12:57:44, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:44, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:44, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:44, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:44, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:44, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:44, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:44, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:44, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:44, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:44, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:44, ran on thread = AWT-EventQueue-0
getClientById(), 2020-05-16 12:57:44, ran on thread = AWT-EventQueue-0
getClientById(), 2020-05-16 12:57:44, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:44, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:44, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:44, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:44, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:44, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:44, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:46, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:48, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:48, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:48, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:49, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:49, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:49, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:49, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:49, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:49, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:50, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:50, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:50, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:53, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:53, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:53, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:54, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:54, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:54, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:54, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:54, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:57:54, ran on thread = AWT-EventQueue-0
makeTransferForClient(), 2020-05-16 12:59:04, ran on thread = main
getClientById(), 2020-05-16 12:59:04, ran on thread = main
getExchangeRAte(), 2020-05-16 12:59:04, ran on thread = main
getCurrencyById(), 2020-05-16 12:59:04, ran on thread = main
getCurrencyById(), 2020-05-16 12:59:04, ran on thread = main
getCurrencyById(), 2020-05-16 12:59:07, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:07, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:07, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:07, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:07, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:07, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:07, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:07, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:07, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:07, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:07, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:07, ran on thread = AWT-EventQueue-0
getClientById(), 2020-05-16 12:59:07, ran on thread = AWT-EventQueue-0
getClientById(), 2020-05-16 12:59:07, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:07, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:07, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:07, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:07, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:07, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:07, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:08, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:08, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:08, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:09, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:09, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:09, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:09, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:09, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:09, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:10, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:10, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:10, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:25, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:25, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 12:59:25, ran on thread = AWT-EventQueue-0
makeTransferForClient(), 2020-05-16 13:06:21, ran on thread = main
getClientById(), 2020-05-16 13:06:21, ran on thread = main
getExchangeRAte(), 2020-05-16 13:06:21, ran on thread = main
getCurrencyById(), 2020-05-16 13:06:21, ran on thread = main
getCurrencyById(), 2020-05-16 13:06:21, ran on thread = main
getCurrencyById(), 2020-05-16 13:06:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:24, ran on thread = AWT-EventQueue-0
getClientById(), 2020-05-16 13:06:24, ran on thread = AWT-EventQueue-0
getClientById(), 2020-05-16 13:06:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:25, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:25, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:25, ran on thread = AWT-EventQueue-0
makeTransferForClient(), 2020-05-16 13:06:32, ran on thread = AWT-EventQueue-0
getClientById(), 2020-05-16 13:06:32, ran on thread = AWT-EventQueue-0
getExchangeRAte(), 2020-05-16 13:06:32, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:32, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:32, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:33, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:33, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:33, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:33, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:33, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:33, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:34, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:34, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:34, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:34, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:34, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:34, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:34, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:34, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:34, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:34, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:34, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:34, ran on thread = AWT-EventQueue-0
getClientById(), 2020-05-16 13:06:34, ran on thread = AWT-EventQueue-0
getClientById(), 2020-05-16 13:06:34, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:34, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:34, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:34, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:34, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:34, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:06:34, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:07:09, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:07:09, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:07:09, ran on thread = AWT-EventQueue-0
makeTransferForClient(), 2020-05-16 13:11:50, ran on thread = main
getClientById(), 2020-05-16 13:11:50, ran on thread = main
getExchangeRAte(), 2020-05-16 13:11:50, ran on thread = main
getCurrencyById(), 2020-05-16 13:11:50, ran on thread = main
getCurrencyById(), 2020-05-16 13:11:50, ran on thread = main
getCurrencyById(), 2020-05-16 13:11:53, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:11:53, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:11:53, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:11:53, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:11:53, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:11:53, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:11:53, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:11:53, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:11:53, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:11:53, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:11:53, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:11:53, ran on thread = AWT-EventQueue-0
getClientById(), 2020-05-16 13:11:53, ran on thread = AWT-EventQueue-0
getClientById(), 2020-05-16 13:11:53, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:11:53, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:11:53, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:11:53, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:11:54, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:11:54, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:11:54, ran on thread = AWT-EventQueue-0
makeTransferForClient(), 2020-05-16 13:13:37, ran on thread = main
getClientById(), 2020-05-16 13:13:37, ran on thread = main
getExchangeRAte(), 2020-05-16 13:13:37, ran on thread = main
getCurrencyById(), 2020-05-16 13:13:37, ran on thread = main
getCurrencyById(), 2020-05-16 13:13:37, ran on thread = main
getCurrencyById(), 2020-05-16 13:14:01, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:14:01, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:14:01, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:14:01, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:14:01, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:14:01, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:14:01, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:14:01, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:14:01, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:14:01, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:14:01, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:14:01, ran on thread = AWT-EventQueue-0
getClientById(), 2020-05-16 13:14:01, ran on thread = AWT-EventQueue-0
getClientById(), 2020-05-16 13:14:01, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:14:01, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:14:01, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:14:01, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:14:01, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:14:01, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:14:01, ran on thread = AWT-EventQueue-0
makeTransferForClient(), 2020-05-16 13:16:21, ran on thread = main
getClientById(), 2020-05-16 13:16:21, ran on thread = main
getExchangeRAte(), 2020-05-16 13:16:21, ran on thread = main
getCurrencyById(), 2020-05-16 13:16:21, ran on thread = main
getCurrencyById(), 2020-05-16 13:16:21, ran on thread = main
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getClientById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getClientById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getClientById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getClientById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:24, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:27, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:27, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:27, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:27, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:27, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:27, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
getCurrencyById(), 2020-05-16 13:16:28, ran on thread = AWT-EventQueue-0
